ClientDBName,SnapshotDate,ModuleName,SubModuleName,InScopeCount,SubmittedCount,SubmissionRate,SubmissionsDelta
AssentDataKason,2025-11-02,TSCA Restrictions,12/2024,1308,684,52.3%,8
AssentDataKason,2025-11-09,TSCA Restrictions,12/2024,1308,705,53.9%,21
AssentDataKason,2025-11-16,TSCA Restrictions,12/2024,1309,764,58.4%,59
AssentDataKason,2025-11-23,TSCA Restrictions,12/2024,1301,767,59%,3
AssentDataKason,2025-11-30,TSCA Restrictions,12/2024,1301,766,58.9%,-1
AssentDataKason,2025-12-07,TSCA Restrictions,12/2024,1302,787,60.4%,21
AssentDataKason,2025-12-14,TSCA Restrictions,12/2024,1304,786,60.3%,-1
AssentDataKason,2025-12-21,TSCA Restrictions,12/2024,1311,794,60.6%,8
AssentDataKason,2025-12-28,TSCA Restrictions,12/2024,1314,797,60.7%,3
AssentDataKason,2026-01-04,TSCA Restrictions,12/2024,1311,797,60.8%,0
AssentDataOwensAndMinor,2025-02-09,EU REACH SVHC,(01/2025),1424,0,0%,NULL
AssentDataOwensAndMinor,2025-02-16,EU REACH SVHC,(01/2025),1424,0,0%,0
AssentDataOwensAndMinor,2025-02-23,EU REACH SVHC,(01/2025),1424,0,0%,0
AssentDataOwensAndMinor,2025-03-02,EU REACH SVHC,(01/2025),1436,0,0%,0
AssentDataOwensAndMinor,2025-03-09,EU REACH SVHC,(01/2025),1440,58,4%,58
AssentDataOwensAndMinor,2025-03-16,EU REACH SVHC,(01/2025),1440,229,15.9%,171
AssentDataOwensAndMinor,2025-03-23,EU REACH SVHC,(01/2025),1440,322,22.4%,93
AssentDataOwensAndMinor,2025-03-30,EU REACH SVHC,(01/2025),1440,382,26.5%,60
AssentDataOwensAndMinor,2025-04-06,EU REACH SVHC,(01/2025),1440,456,31.7%,74
AssentDataOwensAndMinor,2025-04-13,EU REACH SVHC,(01/2025),1440,485,33.7%,29
AssentDataOwensAndMinor,2025-04-20,EU REACH SVHC,(01/2025),1440,489,34%,4
AssentDataOwensAndMinor,2025-04-27,EU REACH SVHC,(01/2025),1440,489,34%,0
AssentDataOwensAndMinor,2025-05-04,EU REACH SVHC,(01/2025),1440,494,34.3%,5
AssentDataOwensAndMinor,2025-05-11,EU REACH SVHC,(01/2025),1440,576,40%,82
AssentDataOwensAndMinor,2025-05-18,EU REACH SVHC,(01/2025),1440,580,40.3%,4
AssentDataOwensAndMinor,2025-05-25,EU REACH SVHC,(01/2025),1442,583,40.4%,3
AssentDataOwensAndMinor,2025-06-01,EU REACH SVHC,(01/2025),1442,584,40.5%,1
AssentDataOwensAndMinor,2025-06-08,EU REACH SVHC,(01/2025),1442,610,42.3%,26
AssentDataOwensAndMinor,2025-06-15,EU REACH SVHC,(01/2025),1442,616,42.7%,6
AssentDataOwensAndMinor,2025-06-22,EU REACH SVHC,(01/2025),1442,618,42.9%,2
AssentDataOwensAndMinor,2025-06-29,EU REACH SVHC,(01/2025),1442,689,47.8%,71
AssentDataOwensAndMinor,2025-07-06,EU REACH SVHC,(01/2025),1435,682,47.5%,-7
AssentDataOwensAndMinor,2025-07-13,EU REACH SVHC,(01/2025),1435,682,47.5%,0
AssentDataOwensAndMinor,2025-07-20,EU REACH SVHC,(01/2025),1435,682,47.5%,0
AssentDataOwensAndMinor,2025-07-27,EU REACH SVHC,(01/2025),1435,682,47.5%,0
AssentDataOwensAndMinor,2025-08-03,EU REACH SVHC,(01/2025),1435,692,48.2%,10
AssentDataOwensAndMinor,2025-08-10,EU REACH SVHC,(01/2025),1435,694,48.4%,2
AssentDataOwensAndMinor,2025-08-17,EU REACH SVHC,(01/2025),1435,704,49.1%,10
AssentDataOwensAndMinor,2025-08-24,EU REACH SVHC,(01/2025),1435,704,49.1%,0
AssentDataOwensAndMinor,2025-08-31,EU REACH SVHC,(01/2025),1435,704,49.1%,0
AssentDataOwensAndMinor,2025-09-07,EU REACH SVHC,(01/2025),1436,704,49%,0
AssentDataOwensAndMinor,2025-09-14,EU REACH SVHC,(01/2025),1436,705,49.1%,1
AssentDataOwensAndMinor,2025-09-21,EU REACH SVHC,(01/2025),1438,758,52.7%,53
AssentDataOwensAndMinor,2025-09-28,EU REACH SVHC,(01/2025),1439,778,54.1%,20
AssentDataOwensAndMinor,2025-10-05,EU REACH SVHC,(01/2025),1439,779,54.1%,1
AssentDataOwensAndMinor,2025-10-12,EU REACH SVHC,(01/2025),1642,705,42.9%,-74
AssentDataOwensAndMinor,2025-10-19,EU REACH SVHC,(01/2025),1642,722,44%,17
AssentDataOwensAndMinor,2025-10-26,EU REACH SVHC,(01/2025),1858,725,39%,3
AssentDataOwensAndMinor,2025-11-02,EU REACH SVHC,(01/2025),1859,788,42.4%,63
AssentDataOwensAndMinor,2025-11-09,EU REACH SVHC,(01/2025),1859,800,43%,12
AssentDataOwensAndMinor,2025-11-16,EU REACH SVHC,(01/2025),1859,862,46.4%,62
AssentDataOwensAndMinor,2025-11-23,EU REACH SVHC,(01/2025),1859,867,46.6%,5
AssentDataOwensAndMinor,2025-11-30,EU REACH SVHC,(01/2025),1859,868,46.7%,1
AssentDataOwensAndMinor,2025-12-07,EU REACH SVHC,(01/2025),1859,869,46.7%,1
AssentDataOwensAndMinor,2025-12-14,EU REACH SVHC,(01/2025),1859,870,46.8%,1
AssentDataOwensAndMinor,2025-12-21,EU REACH SVHC,(01/2025),1859,872,46.9%,2
AssentDataOwensAndMinor,2025-12-28,EU REACH SVHC,(01/2025),2594,903,34.8%,31
AssentDataOwensAndMinor,2026-01-04,EU REACH SVHC,(01/2025),2594,927,35.7%,24
AssentDataPentairWater,2025-02-09,EU REACH SVHC,(01/2025),50971,0,0%,NULL
AssentDataPentairWater,2025-02-16,EU REACH SVHC,(01/2025),50971,1,0%,1
AssentDataPentairWater,2025-02-23,EU REACH SVHC,(01/2025),50985,2,0%,1
AssentDataPentairWater,2025-03-02,EU REACH SVHC,(01/2025),50985,9,0%,7
AssentDataPentairWater,2025-03-09,EU REACH SVHC,(01/2025),50985,4768,9.4%,4759
AssentDataPentairWater,2025-03-16,EU REACH SVHC,(01/2025),50986,8379,16.4%,3611
AssentDataPentairWater,2025-03-23,EU REACH SVHC,(01/2025),51186,9803,19.2%,1424
AssentDataPentairWater,2025-03-30,EU REACH SVHC,(01/2025),51236,10902,21.3%,1099
AssentDataPentairWater,2025-04-06,EU REACH SVHC,(01/2025),51236,12045,23.5%,1143
AssentDataPentairWater,2025-04-13,EU REACH SVHC,(01/2025),51251,12465,24.3%,420
AssentDataPentairWater,2025-04-20,EU REACH SVHC,(01/2025),51252,13027,25.4%,562
AssentDataPentairWater,2025-04-27,EU REACH SVHC,(01/2025),52623,13172,25%,145
AssentDataPentairWater,2025-05-04,EU REACH SVHC,(01/2025),52622,13288,25.3%,116
AssentDataPentairWater,2025-05-11,EU REACH SVHC,(01/2025),52623,13822,26.3%,534
AssentDataPentairWater,2025-05-18,EU REACH SVHC,(01/2025),52621,14065,26.7%,243
AssentDataPentairWater,2025-05-25,EU REACH SVHC,(01/2025),52623,14099,26.8%,34
AssentDataPentairWater,2025-06-01,EU REACH SVHC,(01/2025),52661,14439,27.4%,340
AssentDataPentairWater,2025-06-08,EU REACH SVHC,(01/2025),52662,14515,27.6%,76
AssentDataPentairWater,2025-06-15,EU REACH SVHC,(01/2025),52662,14543,27.6%,28
AssentDataPentairWater,2025-06-22,EU REACH SVHC,(01/2025),52663,14848,28.2%,305
AssentDataPentairWater,2025-06-29,EU REACH SVHC,(01/2025),52664,14954,28.4%,106
AssentDataPentairWater,2025-07-06,EU REACH SVHC,(01/2025),13,13,100%,-14941
AssentDataPentairWater,2025-07-20,EU REACH SVHC,(01/2025),4,4,100%,-9
AssentDataPentairWater,2025-07-27,EU REACH SVHC,(01/2025),30,30,100%,26
AssentDataPentairWater,2025-08-03,EU REACH SVHC,(01/2025),26,26,100%,-4
AssentDataPentairWater,2025-08-10,EU REACH SVHC,(01/2025),63,63,100%,37
AssentDataPentairWater,2025-08-17,EU REACH SVHC,(01/2025),75,75,100%,12
AssentDataPentairWater,2025-08-24,EU REACH SVHC,(01/2025),95,95,100%,20
AssentDataPentairWater,2025-08-31,EU REACH SVHC,(01/2025),93,93,100%,-2
AssentDataPentairWater,2025-09-07,EU REACH SVHC,(01/2025),132,132,100%,39
AssentDataPentairWater,2025-09-14,EU REACH SVHC,(01/2025),269,269,100%,137
AssentDataPentairWater,2025-09-21,EU REACH SVHC,(01/2025),261,261,100%,-8
AssentDataPentairWater,2025-09-28,EU REACH SVHC,(01/2025),309,309,100%,48
AssentDataPentairWater,2025-10-05,EU REACH SVHC,(01/2025),337,337,100%,28
AssentDataPentairWater,2025-10-12,EU REACH SVHC,(01/2025),379,379,100%,42
AssentDataPentairWater,2025-10-19,EU REACH SVHC,(01/2025),470,470,100%,91
AssentDataPentairWater,2025-10-26,EU REACH SVHC,(01/2025),555,555,100%,85
AssentDataPentairWater,2025-11-02,EU REACH SVHC,(01/2025),535,535,100%,-20
AssentDataPentairWater,2025-11-09,EU REACH SVHC,(01/2025),735,735,100%,200
AssentDataPentairWater,2025-11-16,EU REACH SVHC,(01/2025),741,741,100%,6
AssentDataPentairWater,2025-11-23,EU REACH SVHC,(01/2025),823,823,100%,82
AssentDataPentairWater,2025-11-30,EU REACH SVHC,(01/2025),798,798,100%,-25
AssentDataPentairWater,2025-12-07,EU REACH SVHC,(01/2025),870,870,100%,72
AssentDataPentairWater,2025-12-14,EU REACH SVHC,(01/2025),808,808,100%,-62
AssentDataPentairWater,2025-12-21,EU REACH SVHC,(01/2025),1670,1670,100%,862
AssentDataPentairWater,2025-12-28,EU REACH SVHC,(01/2025),1685,1685,100%,15
AssentDataPentairWater,2026-01-04,EU REACH SVHC,(01/2025),1699,1699,100%,14
AssentDataPentairWater,2025-07-13,EU REACH SVHC,(06/2025),52590,124,0.2%,NULL
AssentDataPentairWater,2025-07-20,EU REACH SVHC,(06/2025),52067,771,1.5%,647
AssentDataPentairWater,2025-07-27,EU REACH SVHC,(06/2025),51881,1865,3.6%,1094
AssentDataPentairWater,2025-08-03,EU REACH SVHC,(06/2025),51868,2049,4%,184
AssentDataPentairWater,2025-08-10,EU REACH SVHC,(06/2025),51785,2135,4.1%,86
AssentDataPentairWater,2025-08-17,EU REACH SVHC,(06/2025),51382,3210,6.2%,1075
AssentDataPentairWater,2025-08-24,EU REACH SVHC,(06/2025),50929,5374,10.6%,2164
AssentDataPentairWater,2025-08-31,EU REACH SVHC,(06/2025),50852,5817,11.4%,443
AssentDataPentairWater,2025-09-07,EU REACH SVHC,(06/2025),50419,7670,15.2%,1853
AssentDataPentairWater,2025-09-14,EU REACH SVHC,(06/2025),50305,8268,16.4%,598
AssentDataPentairWater,2025-09-21,EU REACH SVHC,(06/2025),50421,8996,17.8%,728
AssentDataPentairWater,2025-09-28,EU REACH SVHC,(06/2025),50029,9794,19.6%,798
AssentDataPentairWater,2025-10-05,EU REACH SVHC,(06/2025),49855,9968,20%,174
AssentDataPentairWater,2025-10-12,EU REACH SVHC,(06/2025),49748,9974,20%,6
AssentDataPentairWater,2025-10-19,EU REACH SVHC,(06/2025),49491,10313,20.8%,339
AssentDataPentairWater,2025-10-26,EU REACH SVHC,(06/2025),49127,10809,22%,496
AssentDataPentairWater,2025-11-02,EU REACH SVHC,(06/2025),48923,10786,22%,-23
AssentDataPentairWater,2025-11-09,EU REACH SVHC,(06/2025),48710,11109,22.8%,323
AssentDataPentairWater,2025-11-16,EU REACH SVHC,(06/2025),48670,11220,23.1%,111
AssentDataPentairWater,2025-11-23,EU REACH SVHC,(06/2025),48559,11561,23.8%,341
AssentDataPentairWater,2025-11-30,EU REACH SVHC,(06/2025),48533,11850,24.4%,289
AssentDataPentairWater,2025-12-07,EU REACH SVHC,(06/2025),48389,11795,24.4%,-55
AssentDataPentairWater,2025-12-14,EU REACH SVHC,(06/2025),48540,11979,24.7%,184
AssentDataPentairWater,2025-12-21,EU REACH SVHC,(06/2025),47606,11365,23.9%,-614
AssentDataPentairWater,2025-12-28,EU REACH SVHC,(06/2025),47523,11285,23.7%,-80
AssentDataPentairWater,2026-01-04,EU REACH SVHC,(06/2025),47482,11365,23.9%,80
AssentDataPentairWater,2025-07-06,TSCA Restrictions,12/2024,46197,4,0%,NULL
AssentDataPentairWater,2025-07-13,TSCA Restrictions,12/2024,136,136,100%,132
AssentDataPentairWater,2025-07-20,TSCA Restrictions,12/2024,1431,1431,100%,1295
AssentDataPentairWater,2025-07-27,TSCA Restrictions,12/2024,1687,1687,100%,256
AssentDataPentairWater,2025-08-03,TSCA Restrictions,12/2024,1725,1725,100%,38
AssentDataPentairWater,2025-08-10,TSCA Restrictions,12/2024,2085,2085,100%,360
AssentDataPentairWater,2025-08-17,TSCA Restrictions,12/2024,3169,3169,100%,1084
AssentDataPentairWater,2025-08-24,TSCA Restrictions,12/2024,5182,5182,100%,2013
AssentDataPentairWater,2025-08-31,TSCA Restrictions,12/2024,5350,5350,100%,168
AssentDataPentairWater,2025-09-07,TSCA Restrictions,12/2024,6822,6822,100%,1472
AssentDataPentairWater,2025-09-14,TSCA Restrictions,12/2024,6983,6983,100%,161
AssentDataPentairWater,2025-09-21,TSCA Restrictions,12/2024,6939,6939,100%,-44
AssentDataPentairWater,2025-09-28,TSCA Restrictions,12/2024,7364,7364,100%,425
AssentDataPentairWater,2025-10-05,TSCA Restrictions,12/2024,7634,7634,100%,270
AssentDataPentairWater,2025-10-12,TSCA Restrictions,12/2024,7782,7782,100%,148
AssentDataPentairWater,2025-10-19,TSCA Restrictions,12/2024,8035,8035,100%,253
AssentDataPentairWater,2025-10-26,TSCA Restrictions,12/2024,8546,8546,100%,511
AssentDataPentairWater,2025-11-02,TSCA Restrictions,12/2024,8866,8866,100%,320
AssentDataPentairWater,2025-11-09,TSCA Restrictions,12/2024,9128,9128,100%,262
AssentDataPentairWater,2025-11-16,TSCA Restrictions,12/2024,9218,9218,100%,90
AssentDataPentairWater,2025-11-23,TSCA Restrictions,12/2024,9265,9265,100%,47
AssentDataPentairWater,2025-11-30,TSCA Restrictions,12/2024,9331,9331,100%,66
AssentDataPentairWater,2025-12-07,TSCA Restrictions,12/2024,9428,9428,100%,97
AssentDataPentairWater,2025-12-14,TSCA Restrictions,12/2024,9353,9353,100%,-75
AssentDataPentairWater,2025-12-21,TSCA Restrictions,12/2024,9497,9497,100%,144
AssentDataPentairWater,2025-12-28,TSCA Restrictions,12/2024,9569,9569,100%,72
AssentDataPentairWater,2026-01-04,TSCA Restrictions,12/2024,9593,9593,100%,24
AssentDataPenumbra,2025-03-09,EU REACH SVHC,(01/2025),807,0,0%,NULL
AssentDataPenumbra,2025-03-16,EU REACH SVHC,(01/2025),807,0,0%,0
AssentDataPenumbra,2025-03-23,EU REACH SVHC,(01/2025),807,35,4.3%,35
AssentDataPenumbra,2025-03-30,EU REACH SVHC,(01/2025),807,97,12%,62
AssentDataPenumbra,2025-04-06,EU REACH SVHC,(01/2025),807,97,12%,0
AssentDataPenumbra,2025-04-13,EU REACH SVHC,(01/2025),807,184,22.8%,87
AssentDataPenumbra,2025-04-20,EU REACH SVHC,(01/2025),807,195,24.2%,11
AssentDataPenumbra,2025-04-27,EU REACH SVHC,(01/2025),807,248,30.7%,53
AssentDataPenumbra,2025-05-04,EU REACH SVHC,(01/2025),807,248,30.7%,0
AssentDataPenumbra,2025-05-11,EU REACH SVHC,(01/2025),807,248,30.7%,0
AssentDataPenumbra,2025-05-18,EU REACH SVHC,(01/2025),807,409,50.7%,161
AssentDataPenumbra,2025-05-25,EU REACH SVHC,(01/2025),807,409,50.7%,0
AssentDataPenumbra,2025-06-01,EU REACH SVHC,(01/2025),807,434,53.8%,25
AssentDataPenumbra,2025-06-08,EU REACH SVHC,(01/2025),807,434,53.8%,0
AssentDataPenumbra,2025-06-15,EU REACH SVHC,(01/2025),807,447,55.4%,13
AssentDataPenumbra,2025-06-22,EU REACH SVHC,(01/2025),807,447,55.4%,0
AssentDataPenumbra,2025-06-29,EU REACH SVHC,(01/2025),807,447,55.4%,0
AssentDataPenumbra,2025-07-06,EU REACH SVHC,(01/2025),807,448,55.5%,1
AssentDataPenumbra,2025-07-13,EU REACH SVHC,(01/2025),807,448,55.5%,0
AssentDataPenumbra,2025-07-20,EU REACH SVHC,(01/2025),807,448,55.5%,0
AssentDataPenumbra,2025-07-27,EU REACH SVHC,(01/2025),807,451,55.9%,3
AssentDataPenumbra,2025-08-03,EU REACH SVHC,(01/2025),806,450,55.8%,-1
AssentDataPenumbra,2025-08-10,EU REACH SVHC,(01/2025),806,454,56.3%,4
AssentDataPenumbra,2025-08-17,EU REACH SVHC,(01/2025),807,461,57.1%,7
AssentDataPenumbra,2025-08-24,EU REACH SVHC,(01/2025),807,461,57.1%,0
AssentDataPenumbra,2025-08-31,EU REACH SVHC,(01/2025),807,462,57.2%,1
AssentDataPenumbra,2025-09-07,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-09-14,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-09-21,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-09-28,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-10-05,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-10-12,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-10-19,EU REACH SVHC,(01/2025),807,462,57.2%,0
AssentDataPenumbra,2025-10-26,EU REACH SVHC,(01/2025),807,463,57.4%,1
AssentDataPenumbra,2025-11-02,EU REACH SVHC,(01/2025),807,463,57.4%,0
AssentDataPenumbra,2025-11-09,EU REACH SVHC,(01/2025),807,486,60.2%,23
AssentDataPenumbra,2025-11-16,EU REACH SVHC,(01/2025),807,486,60.2%,0
AssentDataPenumbra,2025-11-23,EU REACH SVHC,(01/2025),807,486,60.2%,0
AssentDataPenumbra,2025-11-30,EU REACH SVHC,(01/2025),807,486,60.2%,0
AssentDataPenumbra,2025-12-07,EU REACH SVHC,(01/2025),807,489,60.6%,3
AssentDataPenumbra,2025-12-14,EU REACH SVHC,(01/2025),807,489,60.6%,0
AssentDataPenumbra,2025-12-21,EU REACH SVHC,(01/2025),807,490,60.7%,1
AssentDataPenumbra,2025-12-28,EU REACH SVHC,(01/2025),807,490,60.7%,0
AssentDataPenumbra,2026-01-04,EU REACH SVHC,(01/2025),807,490,60.7%,0
AssentDataRedDOTCorporation,2025-02-09,EU REACH SVHC,(01/2025),3771,0,0%,NULL
AssentDataRedDOTCorporation,2025-02-16,EU REACH SVHC,(01/2025),3771,0,0%,0
AssentDataRedDOTCorporation,2025-02-23,EU REACH SVHC,(01/2025),3771,0,0%,0
AssentDataRedDOTCorporation,2025-03-02,EU REACH SVHC,(01/2025),3771,173,4.6%,173
AssentDataRedDOTCorporation,2025-03-09,EU REACH SVHC,(01/2025),3771,676,17.9%,503
AssentDataRedDOTCorporation,2025-03-16,EU REACH SVHC,(01/2025),3771,787,20.9%,111
AssentDataRedDOTCorporation,2025-03-23,EU REACH SVHC,(01/2025),4485,892,19.9%,105
AssentDataRedDOTCorporation,2025-03-30,EU REACH SVHC,(01/2025),4485,1045,23.3%,153
AssentDataRedDOTCorporation,2025-04-06,EU REACH SVHC,(01/2025),4485,1118,24.9%,73
AssentDataRedDOTCorporation,2025-04-13,EU REACH SVHC,(01/2025),4485,1176,26.2%,58
AssentDataRedDOTCorporation,2025-04-20,EU REACH SVHC,(01/2025),4485,1197,26.7%,21
AssentDataRedDOTCorporation,2025-04-27,EU REACH SVHC,(01/2025),4485,1277,28.5%,80
AssentDataRedDOTCorporation,2025-05-04,EU REACH SVHC,(01/2025),4485,1342,29.9%,65
AssentDataRedDOTCorporation,2025-05-11,EU REACH SVHC,(01/2025),4485,1346,30%,4
AssentDataRedDOTCorporation,2025-05-18,EU REACH SVHC,(01/2025),4485,1469,32.8%,123
AssentDataRedDOTCorporation,2025-05-25,EU REACH SVHC,(01/2025),4485,1565,34.9%,96
AssentDataRedDOTCorporation,2025-06-01,EU REACH SVHC,(01/2025),4485,1579,35.2%,14
AssentDataRedDOTCorporation,2025-06-08,EU REACH SVHC,(01/2025),4485,1588,35.4%,9
AssentDataRedDOTCorporation,2025-06-15,EU REACH SVHC,(01/2025),4485,1603,35.7%,15
AssentDataRedDOTCorporation,2025-06-22,EU REACH SVHC,(01/2025),4485,1802,40.2%,199
AssentDataRedDOTCorporation,2025-06-29,EU REACH SVHC,(01/2025),4485,2008,44.8%,206
AssentDataRedDOTCorporation,2025-07-06,EU REACH SVHC,(01/2025),4525,2038,45%,30
AssentDataRedDOTCorporation,2025-07-13,EU REACH SVHC,(01/2025),1,1,100%,-2037
AssentDataRedDOTCorporation,2025-07-20,EU REACH SVHC,(01/2025),10,10,100%,9
AssentDataRedDOTCorporation,2025-07-27,EU REACH SVHC,(01/2025),9,9,100%,-1
AssentDataRedDOTCorporation,2025-08-03,EU REACH SVHC,(01/2025),19,19,100%,10
AssentDataRedDOTCorporation,2025-08-10,EU REACH SVHC,(01/2025),19,18,94.7%,-1
AssentDataRedDOTCorporation,2025-08-17,EU REACH SVHC,(01/2025),23,22,95.7%,4
AssentDataRedDOTCorporation,2025-08-24,EU REACH SVHC,(01/2025),57,56,98.2%,34
AssentDataRedDOTCorporation,2025-08-31,EU REACH SVHC,(01/2025),163,162,99.4%,106
AssentDataRedDOTCorporation,2025-09-07,EU REACH SVHC,(01/2025),163,162,99.4%,0
AssentDataRedDOTCorporation,2025-09-14,EU REACH SVHC,(01/2025),170,169,99.4%,7
AssentDataRedDOTCorporation,2025-09-21,EU REACH SVHC,(01/2025),165,164,99.4%,-5
AssentDataRedDOTCorporation,2025-09-28,EU REACH SVHC,(01/2025),109,108,99.1%,-56
AssentDataRedDOTCorporation,2025-10-05,EU REACH SVHC,(01/2025),109,108,99.1%,0
AssentDataRedDOTCorporation,2025-10-12,EU REACH SVHC,(01/2025),109,108,99.1%,0
AssentDataRedDOTCorporation,2025-10-19,EU REACH SVHC,(01/2025),108,107,99.1%,-1
AssentDataRedDOTCorporation,2025-10-26,EU REACH SVHC,(01/2025),112,111,99.1%,4
AssentDataRedDOTCorporation,2025-11-02,EU REACH SVHC,(01/2025),113,112,99.1%,1
AssentDataRedDOTCorporation,2025-11-09,EU REACH SVHC,(01/2025),114,113,99.1%,1
AssentDataRedDOTCorporation,2025-11-16,EU REACH SVHC,(01/2025),134,133,99.3%,20
AssentDataRedDOTCorporation,2025-11-23,EU REACH SVHC,(01/2025),134,133,99.3%,0
AssentDataRedDOTCorporation,2025-11-30,EU REACH SVHC,(01/2025),112,111,99.1%,-22
AssentDataRedDOTCorporation,2025-12-07,EU REACH SVHC,(01/2025),152,151,99.3%,40
AssentDataRedDOTCorporation,2025-12-14,EU REACH SVHC,(01/2025),147,146,99.3%,-5
AssentDataRedDOTCorporation,2025-12-21,EU REACH SVHC,(01/2025),147,146,99.3%,0
AssentDataRedDOTCorporation,2025-12-28,EU REACH SVHC,(01/2025),147,146,99.3%,0
AssentDataRedDOTCorporation,2026-01-04,EU REACH SVHC,(01/2025),149,148,99.3%,2
AssentDataRedDOTCorporation,2025-07-13,EU REACH SVHC,(06/2025),4524,0,0%,NULL
AssentDataRedDOTCorporation,2025-07-20,EU REACH SVHC,(06/2025),4515,62,1.4%,62
AssentDataRedDOTCorporation,2025-07-27,EU REACH SVHC,(06/2025),4516,119,2.6%,57
AssentDataRedDOTCorporation,2025-08-03,EU REACH SVHC,(06/2025),4506,137,3%,18
AssentDataRedDOTCorporation,2025-08-10,EU REACH SVHC,(06/2025),4506,1116,24.8%,979
AssentDataRedDOTCorporation,2025-08-17,EU REACH SVHC,(06/2025),4502,1150,25.5%,34
AssentDataRedDOTCorporation,2025-08-24,EU REACH SVHC,(06/2025),4468,1328,29.7%,178
AssentDataRedDOTCorporation,2025-08-31,EU REACH SVHC,(06/2025),4362,1393,31.9%,65
AssentDataRedDOTCorporation,2025-09-07,EU REACH SVHC,(06/2025),4362,1406,32.2%,13
AssentDataRedDOTCorporation,2025-09-14,EU REACH SVHC,(06/2025),4355,1423,32.7%,17
AssentDataRedDOTCorporation,2025-09-21,EU REACH SVHC,(06/2025),5604,1664,29.7%,241
AssentDataRedDOTCorporation,2025-09-28,EU REACH SVHC,(06/2025),5660,1780,31.4%,116
AssentDataRedDOTCorporation,2025-10-05,EU REACH SVHC,(06/2025),5660,1826,32.3%,46
AssentDataRedDOTCorporation,2025-10-12,EU REACH SVHC,(06/2025),5660,1830,32.3%,4
AssentDataRedDOTCorporation,2025-10-19,EU REACH SVHC,(06/2025),5661,2028,35.8%,198
AssentDataRedDOTCorporation,2025-10-26,EU REACH SVHC,(06/2025),5658,2023,35.8%,-5
AssentDataRedDOTCorporation,2025-11-02,EU REACH SVHC,(06/2025),5657,2027,35.8%,4
AssentDataRedDOTCorporation,2025-11-09,EU REACH SVHC,(06/2025),5656,2038,36%,11
AssentDataRedDOTCorporation,2025-11-16,EU REACH SVHC,(06/2025),5636,2066,36.7%,28
AssentDataRedDOTCorporation,2025-11-23,EU REACH SVHC,(06/2025),5636,2130,37.8%,64
AssentDataRedDOTCorporation,2025-11-30,EU REACH SVHC,(06/2025),5658,2195,38.8%,65
AssentDataRedDOTCorporation,2025-12-07,EU REACH SVHC,(06/2025),5618,2332,41.5%,137
AssentDataRedDOTCorporation,2025-12-14,EU REACH SVHC,(06/2025),5623,2354,41.9%,22
AssentDataRedDOTCorporation,2025-12-21,EU REACH SVHC,(06/2025),5623,2368,42.1%,14
AssentDataRedDOTCorporation,2025-12-28,EU REACH SVHC,(06/2025),5623,2378,42.3%,10
AssentDataRedDOTCorporation,2026-01-04,EU REACH SVHC,(06/2025),5621,2397,42.6%,19
AssentDataSeaBirdElectronics,2025-02-09,EU REACH SVHC,(01/2025),6386,2,0%,NULL
AssentDataSeaBirdElectronics,2025-02-16,EU REACH SVHC,(01/2025),6386,10,0.2%,8
AssentDataSeaBirdElectronics,2025-02-23,EU REACH SVHC,(01/2025),6387,512,8%,502
AssentDataSeaBirdElectronics,2025-03-02,EU REACH SVHC,(01/2025),6387,710,11.1%,198
AssentDataSeaBirdElectronics,2025-03-09,EU REACH SVHC,(01/2025),6387,744,11.6%,34
AssentDataSeaBirdElectronics,2025-03-16,EU REACH SVHC,(01/2025),6387,773,12.1%,29
AssentDataSeaBirdElectronics,2025-03-23,EU REACH SVHC,(01/2025),6387,796,12.5%,23
AssentDataSeaBirdElectronics,2025-03-30,EU REACH SVHC,(01/2025),6387,806,12.6%,10
AssentDataSeaBirdElectronics,2025-04-06,EU REACH SVHC,(01/2025),6387,1166,18.3%,360
AssentDataSeaBirdElectronics,2025-04-13,EU REACH SVHC,(01/2025),6387,1416,22.2%,250
AssentDataSeaBirdElectronics,2025-04-20,EU REACH SVHC,(01/2025),6393,1505,23.5%,89
AssentDataSeaBirdElectronics,2025-04-27,EU REACH SVHC,(01/2025),6393,1597,25%,92
AssentDataSeaBirdElectronics,2025-05-04,EU REACH SVHC,(01/2025),6393,1600,25%,3
AssentDataSeaBirdElectronics,2025-05-11,EU REACH SVHC,(01/2025),6393,1608,25.2%,8
AssentDataSeaBirdElectronics,2025-05-18,EU REACH SVHC,(01/2025),6393,1641,25.7%,33
AssentDataSeaBirdElectronics,2025-05-25,EU REACH SVHC,(01/2025),6393,1670,26.1%,29
AssentDataSeaBirdElectronics,2025-06-01,EU REACH SVHC,(01/2025),6393,1672,26.2%,2
AssentDataSeaBirdElectronics,2025-06-08,EU REACH SVHC,(01/2025),6393,1747,27.3%,75
AssentDataSeaBirdElectronics,2025-06-15,EU REACH SVHC,(01/2025),6393,1751,27.4%,4
